EmployeeId,ReviewDate,PerformanceRating
1112,2018-02-26,4
1112,2019-02-26,3
1113,2017-01-11,2
1113,2018-01-11,2
1113,2019-01-11,4
1114,2016-06-29,4
1114,2017-06-29,2
1114,2018-06-29,3
1114,2019-07-01,4
1115,2019-02-11,5
1116,2019-04-16,3
1117,2019-11-15,3
1118,2014-03-17,3
1118,2015-03-17,2
1118,2016-03-16,2
1118,2017-03-16,4
1118,2018-03-16,4
1118,2019-03-18,3
1119,2019-09-19,3
1120,2011-07-27,3
1120,2012-07-26,3
1120,2013-07-26,4
1120,2014-07-28,3
1120,2015-07-28,4
1120,2016-07-27,5
1120,2017-07-27,3
1120,2018-07-27,4
1120,2019-07-29,3
1121,2015-01-08,3
1121,2016-01-08,4
1121,2017-01-09,2
1121,2018-01-09,3
1121,2019-01-09,3
1122,2017-02-02,3
1122,2018-02-02,3
1122,2019-02-04,4
1123,2015-12-07,3
1123,2016-12-06,4
1123,2017-12-06,4
1123,2018-12-06,3
1123,2019-12-06,4
1124,2004-09-03,5
1124,2005-09-05,3
1124,2006-09-05,3
1124,2007-09-05,4
1124,2008-09-04,3
1124,2009-09-04,4
1124,2010-09-06,3
1124,2011-09-06,3
1124,2012-09-05,4
1124,2013-09-05,4
1124,2014-09-05,3
1124,2015-09-07,4
1124,2016-09-06,3
1124,2017-09-06,3
1124,2018-09-06,3
1125,2018-12-04,4
1125,2019-12-04,4
1126,2014-07-14,4
1126,2015-07-14,4
1126,2016-07-13,3
1126,2017-07-13,2
1126,2018-07-13,3
1126,2019-07-15,3
1128,2014-11-13,3
1128,2015-11-13,3
1128,2016-11-14,2
1128,2017-11-14,3
1128,2018-11-14,3
1128,2019-11-14,3
1129,2019-01-15,2
1130,2014-10-06,4
1130,2015-10-06,3
1130,2016-10-05,2
1130,2017-10-05,3
1130,2018-10-05,3
1131,2019-11-11,5
1132,2018-01-15,2
1132,2019-01-15,3
1133,2018-07-26,3
1133,2019-07-26,3
1135,2015-01-21,2
1135,2016-01-21,3
1135,2017-01-20,3
1135,2018-01-22,4
1135,2019-01-22,3
1136,2013-07-01,5
1136,2014-07-01,3
1136,2015-07-01,4
1136,2016-06-30,3
1136,2017-06-30,3
1136,2018-07-02,3
1136,2019-07-02,3
1138,2016-04-13,3
1138,2017-04-13,3
1138,2018-04-13,4
1138,2019-04-15,4
1139,2016-01-13,3
1139,2017-01-12,3
1139,2018-01-12,5
1139,2019-01-14,4
1140,1996-01-25,3
1140,1997-01-24,4
1140,1998-01-26,5
1140,1999-01-26,3
1140,2000-01-26,3
1140,2001-01-25,3
1140,2002-01-25,2
1140,2003-01-27,3
1140,2004-01-27,4
1140,2005-01-26,4
1140,2006-01-26,4
1140,2007-01-26,4
1140,2008-01-28,3
1140,2009-01-27,2
1140,2010-01-27,3
1140,2011-01-27,3
1140,2012-01-27,3
1140,2013-01-28,4
1140,2014-01-28,3
1140,2015-01-28,3
1140,2016-01-28,4
1140,2017-01-27,4
1140,2018-01-29,3
1140,2019-01-29,5
1141,2013-04-19,2
1141,2014-04-21,2
1141,2015-04-21,3
1141,2016-04-20,4
1141,2017-04-20,2
1141,2018-04-20,3
1141,2019-04-22,4
1142,2013-12-09,3
1142,2014-12-09,3
1142,2015-12-09,4
1142,2016-12-08,3
1142,2017-12-08,4
1142,2018-12-10,3
1143,2019-04-08,3
1145,2016-11-08,2
1145,2017-11-08,3
1145,2018-11-08,2
1147,2016-05-16,2
1147,2017-05-16,3
1147,2018-05-16,3
1147,2019-05-16,3
1149,2018-06-06,3
1149,2019-06-06,3
1152,2016-04-01,3
1152,2017-04-03,3
1152,2018-04-03,3
1152,2019-04-03,3
1153,2015-10-02,4
1153,2016-10-03,4
1153,2017-10-03,4
1153,2018-10-03,4
1153,2019-10-03,3
1155,2016-11-16,5
1155,2017-11-16,5
1155,2018-11-16,3
1155,2019-11-18,4
1156,2012-05-23,3
1156,2013-05-23,3
1156,2014-05-23,4
1156,2015-05-25,4
1156,2016-05-24,2
1156,2017-05-24,3
1156,2018-05-24,3
1156,2019-05-24,3
1158,2018-02-23,2
1158,2019-02-25,4
1159,2016-12-16,3
1159,2017-12-18,3
1159,2018-12-18,2
1159,2019-12-18,3
1160,2019-03-21,3
1161,2015-06-24,3
1161,2016-06-23,2
1161,2017-06-23,2
1161,2018-06-25,4
1161,2019-06-25,4
1162,2017-03-17,3
1162,2018-03-19,4
1162,2019-03-19,4
1163,2015-12-01,2
1163,2016-11-30,2
1163,2017-11-30,5
1163,2018-11-30,3
1163,2019-12-02,4
1165,2009-07-10,3
1165,2010-07-12,4
1165,2011-07-12,3
1165,2012-07-11,2
1165,2013-07-11,4
1165,2014-07-11,4
1165,2015-07-13,3
1165,2016-07-12,3
1165,2017-07-12,3
1165,2018-07-12,4
1165,2019-07-12,2
1166,2017-01-18,4
1166,2018-01-18,2
1166,2019-01-18,3
1167,2017-05-23,3
1167,2018-05-23,4
1167,2019-05-23,4
1169,2019-06-07,4
1170,2016-11-14,4
1170,2017-11-14,3
1170,2018-11-14,4
1172,1997-05-15,3
1172,1998-05-15,2
1172,1999-05-17,3
1172,2000-05-16,4
1172,2001-05-16,4
1172,2002-05-16,3
1172,2003-05-16,3
1172,2004-05-17,3
1172,2005-05-17,2
1172,2006-05-17,3
1172,2007-05-17,3
1172,2008-05-16,4
1172,2009-05-18,4
1172,2010-05-18,3
1172,2011-05-18,4
1172,2012-05-17,4
1172,2013-05-17,2
1172,2014-05-19,3
1172,2015-05-19,4
1172,2016-05-18,4
1172,2017-05-18,3
1172,2018-05-18,4
1173,2012-11-08,4
1173,2013-11-08,4
1173,2014-11-10,4
1173,2015-11-10,3
1173,2016-11-09,4
1173,2017-11-09,4
1173,2018-11-09,3
1174,2016-06-21,3
1174,2017-06-21,4
1174,2018-06-21,4
1174,2019-06-21,3
1176,2018-09-13,4
1176,2019-09-13,3
1177,2016-06-20,3
1177,2017-06-20,3
1177,2018-06-20,4
1177,2019-06-20,4
1179,2012-01-20,2
1179,2013-01-21,3
1179,2014-01-21,3
1179,2015-01-21,2
1179,2016-01-21,3
1179,2017-01-20,4
1179,2018-01-22,4
1181,1988-11-25,3
1181,1989-11-27,5
1181,1990-11-27,3
1181,1991-11-27,3
1181,1992-11-26,5
1181,1993-11-26,4
1181,1994-11-28,4
1181,1995-11-28,2
1181,1996-11-27,3
1181,1997-11-27,4
1181,1998-11-27,4
1181,1999-11-29,3
1181,2000-11-28,3
1181,2001-11-28,3
1181,2002-11-28,3
1181,2003-11-28,3
1181,2004-11-29,2
1181,2005-11-29,3
1181,2006-11-29,3
1181,2007-11-29,3
1181,2008-11-28,3
1181,2009-11-30,3
1181,2010-11-30,3
1181,2011-11-30,2
1181,2012-11-29,4
1181,2013-11-29,2
1181,2014-12-01,2
1181,2015-12-01,3
1181,2016-11-30,3
1181,2017-11-30,4
1181,2018-11-30,5
1183,2019-01-07,4
1184,2017-06-22,3
1184,2018-06-22,4
1185,2017-05-19,4
1185,2018-05-21,2
1186,2015-02-25,3
1186,2016-02-25,5
1186,2017-02-24,5
1186,2018-02-26,2
1186,2019-02-26,3
1187,2019-03-01,4
1188,2018-07-03,3
1188,2019-07-03,3
1189,2017-04-17,3
1189,2018-04-17,3
1189,2019-04-17,3
1190,2001-01-15,3
1190,2002-01-15,5
1190,2003-01-15,2
1190,2004-01-15,4
1190,2005-01-14,3
1190,2006-01-16,4
1190,2007-01-16,3
1190,2008-01-16,4
1190,2009-01-15,2
1190,2010-01-15,3
1190,2011-01-17,2
1190,2012-01-17,4
1190,2013-01-16,4
1190,2014-01-16,3
1190,2015-01-16,4
1190,2016-01-18,3
1190,2017-01-17,4
1190,2018-01-17,2
1190,2019-01-17,2
1191,2016-03-28,2
1191,2017-03-28,3
1191,2018-03-28,3
1191,2019-03-28,5
1192,1988-06-10,3
1192,1989-06-12,3
1192,1990-06-12,3
1192,1991-06-12,4
1192,1992-06-11,4
1192,1993-06-11,2
1192,1994-06-13,4
1192,1995-06-13,4
1192,1996-06-12,3
1192,1997-06-12,4
1192,1998-06-12,4
1192,1999-06-14,3
1192,2000-06-13,5
1192,2001-06-13,3
1192,2002-06-13,2
1192,2003-06-13,3
1192,2004-06-14,2
1192,2005-06-14,3
1192,2006-06-14,3
1192,2007-06-14,4
1192,2008-06-13,3
1192,2009-06-15,2
1192,2010-06-15,4
1192,2011-06-15,2
1192,2012-06-14,4
1192,2013-06-14,4
1192,2014-06-16,3
1192,2015-06-16,3
1192,2016-06-15,4
1192,2017-06-15,4
1192,2018-06-15,3
1193,2013-04-23,3
1193,2014-04-23,3
1193,2015-04-23,2
1193,2016-04-22,1
1193,2017-04-24,4
1193,2018-04-24,3
1193,2019-04-24,5
1194,2015-01-19,4
1194,2016-01-19,3
1194,2017-01-18,2
1194,2018-01-18,3
1194,2019-01-18,4
1195,2017-02-27,3
1195,2018-02-27,3
1195,2019-02-27,5
1197,2015-12-14,3
1197,2016-12-13,3
1197,2017-12-13,3
1197,2018-12-13,5
1197,2019-12-13,4
1198,2014-01-22,4
1198,2015-01-22,4
1198,2016-01-22,4
1198,2017-01-23,3
1198,2018-01-23,3
1198,2019-01-23,5
1199,2018-01-30,3
1199,2019-01-30,3
1200,2009-02-02,3
1200,2010-02-02,3
1200,2011-02-02,2
1200,2012-02-02,2
1200,2013-02-01,4
1200,2014-02-03,3
1200,2015-02-03,4
1200,2016-02-03,4
1200,2017-02-02,3
1200,2018-02-02,2
1200,2019-02-04,3
1203,2016-08-09,4
1203,2017-08-09,1
1203,2018-08-09,2
1203,2019-08-09,4
1204,2015-04-27,2
1204,2016-04-26,3
1204,2017-04-26,4
1204,2018-04-26,4
1206,2013-07-12,1
1206,2014-07-14,5
1206,2015-07-14,3
1206,2016-07-13,3
1206,2017-07-13,4
1206,2018-07-13,4
1207,2012-11-01,4
1207,2013-11-01,4
1207,2014-11-03,4
1207,2015-11-03,3
1207,2016-11-02,3
1207,2017-11-02,2
1207,2018-11-02,4
1207,2019-11-04,2
1208,2013-09-06,3
1208,2014-09-08,4
1208,2015-09-08,3
1208,2016-09-07,4
1208,2017-09-07,4
1208,2018-09-07,5
1209,2018-01-01,3
1209,2019-01-01,4
1210,2018-08-08,4
1210,2019-08-08,4
1211,2018-12-24,2
1211,2019-12-24,4
1212,2010-10-14,3
1212,2011-10-14,3
1212,2012-10-15,3
1212,2013-10-15,4
1212,2014-10-15,3
1212,2015-10-15,5
1212,2016-10-14,2
1212,2017-10-16,4
1212,2018-10-16,3
1212,2019-10-16,4
1213,2016-06-06,4
1213,2017-06-06,4
1213,2018-06-06,5
1213,2019-06-06,3
1214,2019-05-29,3
1215,2012-07-31,3
1215,2013-07-31,3
1215,2014-07-31,4
1215,2015-07-31,4
1215,2016-08-01,4
1215,2017-08-01,3
1215,2018-08-01,3
1218,2016-07-08,2
1218,2017-07-10,4
1218,2018-07-10,2
1218,2019-07-10,5
1219,2014-11-17,5
1219,2015-11-17,4
1219,2016-11-16,5
1219,2017-11-16,4
1219,2018-11-16,4
1219,2019-11-18,4
1220,2016-06-15,2
1220,2017-06-15,4
1220,2018-06-15,3
1220,2019-06-17,4
1221,2018-08-20,3
1223,2018-07-30,4
1223,2019-07-30,3
1224,2017-11-09,4
1224,2018-11-09,3
1224,2019-11-11,2
1225,2017-10-17,3
1225,2018-10-17,4
1225,2019-10-17,4
1227,2015-07-13,3
1227,2016-07-12,3
1227,2017-07-12,3
1227,2018-07-12,2
1227,2019-07-12,4
1230,2017-10-02,2
1230,2018-10-02,2
1230,2019-10-02,4
1231,2016-02-01,3
1231,2017-01-31,5
1231,2018-01-31,3
1231,2019-01-31,4
1233,2016-10-10,3
1233,2017-10-10,4
1233,2018-10-10,2
1233,2019-10-10,4
1234,2013-08-09,4
1234,2014-08-11,5
1234,2015-08-11,5
1234,2016-08-10,3
1234,2017-08-10,3
1234,2018-08-10,3
1235,2006-11-03,4
1235,2007-11-05,4
1235,2008-11-04,2
1235,2009-11-04,3
1235,2010-11-04,3
1235,2011-11-04,3
1235,2012-11-05,2
1235,2013-11-05,2
1235,2014-11-05,3
1235,2015-11-05,2
1235,2016-11-04,3
1235,2017-11-06,3
1235,2018-11-06,4
1236,2017-12-22,4
1236,2018-12-24,3
1236,2019-12-24,4
1237,2016-04-08,4
1237,2017-04-10,1
1237,2018-04-10,2
1237,2019-04-10,5
1238,2016-02-19,4
1238,2017-02-20,4
1238,2018-02-20,4
1238,2019-02-20,3
1239,2007-01-22,4
1239,2008-01-22,4
1239,2009-01-21,5
1239,2010-01-21,3
1239,2011-01-21,4
1239,2012-01-23,4
1239,2013-01-22,4
1239,2014-01-22,4
1239,2015-01-22,4
1239,2016-01-22,4
1239,2017-01-23,5
1239,2018-01-23,3
1239,2019-01-23,4
1240,1994-07-06,4
1240,1995-07-06,3
1240,1996-07-05,5
1240,1997-07-07,2
1240,1998-07-07,3
1240,1999-07-07,4
1240,2000-07-06,3
1240,2001-07-06,4
1240,2002-07-08,4
1240,2003-07-08,3
1240,2004-07-07,3
1240,2005-07-07,3
1240,2006-07-07,4
1240,2007-07-09,3
1240,2008-07-08,3
1240,2009-07-08,3
1240,2010-07-08,3
1240,2011-07-08,3
1240,2012-07-09,3
1240,2013-07-09,4
1240,2014-07-09,3
1240,2015-07-09,3
1240,2016-07-08,3
1240,2017-07-10,3
1240,2018-07-10,4
1241,2012-01-13,3
1241,2013-01-14,3
1241,2014-01-14,4
1241,2015-01-14,3
1241,2016-01-14,4
1241,2017-01-13,3
1241,2018-01-15,3
1242,2011-11-10,4
1242,2012-11-09,4
1242,2013-11-11,4
1242,2014-11-11,5
1242,2015-11-11,2
1242,2016-11-10,4
1242,2017-11-10,4
1242,2018-11-12,2
1244,2018-07-17,4
1244,2019-07-17,4
1245,2016-09-12,4
1245,2017-09-12,4
1245,2018-09-12,3
1245,2019-09-12,4
1246,2015-12-14,3
1246,2016-12-13,2
1246,2017-12-13,3
1246,2018-12-13,4
1246,2019-12-13,2
1247,2017-12-21,4
1247,2018-12-21,3
1248,2019-06-21,3
1249,2016-11-17,3
1249,2017-11-17,2
1249,2018-11-19,3
1250,2015-10-19,3
1250,2016-10-18,4
1250,2017-10-18,4
1250,2018-10-18,3
1250,2019-10-18,3
1251,2019-06-21,3
1252,2017-12-25,3
1252,2018-12-25,4
1252,2019-12-25,3
1254,2014-09-03,4
1254,2015-09-03,3
1254,2016-09-02,4
1254,2017-09-04,4
1254,2018-09-04,3
1254,2019-09-04,3
1255,2013-02-22,2
1255,2014-02-24,5
1255,2015-02-24,3
1255,2016-02-24,3
1255,2017-02-23,3
1255,2018-02-23,4
1255,2019-02-25,5
1256,1998-07-16,3
1256,1999-07-16,2
1256,2000-07-17,3
1256,2001-07-17,3
1256,2002-07-17,3
1256,2003-07-17,3
1256,2004-07-16,4
1256,2005-07-18,4
1256,2006-07-18,4
1256,2007-07-18,4
1256,2008-07-17,4
1256,2009-07-17,3
1256,2010-07-19,2
1256,2011-07-19,3
1256,2012-07-18,3
1256,2013-07-18,4
1256,2014-07-18,4
1256,2015-07-20,3
1256,2016-07-19,3
1256,2017-07-19,5
1256,2018-07-19,3
1257,2016-06-13,3
1257,2017-06-13,3
1257,2018-06-13,3
1257,2019-06-13,3
1258,2015-07-27,5
1258,2016-07-26,4
1258,2017-07-26,2
1258,2018-07-26,2
1258,2019-07-26,3
1259,2018-06-18,4
1259,2019-06-18,4
1261,2017-02-23,4
1261,2018-02-23,3
1261,2019-02-25,3
1262,2019-06-14,5
1263,2019-06-27,5
1264,2019-09-27,3
1268,2017-06-28,4
1268,2018-06-28,5
1270,2017-03-23,3
1270,2018-03-23,3
1270,2019-03-25,3
1271,2008-05-09,3
1271,2009-05-11,3
1271,2010-05-11,3
1271,2011-05-11,4
1271,2012-05-10,3
1271,2013-05-10,4
1271,2014-05-12,4
1271,2015-05-12,4
1271,2016-05-11,4
1271,2017-05-11,3
1271,2018-05-11,2
1271,2019-05-13,3
1272,2014-02-24,2
1272,2015-02-24,5
1272,2016-02-24,4
1272,2017-02-23,3
1272,2018-02-23,3
1272,2019-02-25,3
1273,2011-04-11,3
1273,2012-04-10,3
1273,2013-04-10,4
1273,2014-04-10,5
